NIK;Nama;Alamat_Asal;Alamat_Tujuan;Alasan_Kepindahan;Tanggal_Kepindahan
2259110668;Maya Kurniawan;Jalan Sudirman No. 10, Kota Sumatera Utara, Sumatera Utara, 57343;Jalan Veteran No. 39, Kota Jawa Timur, Jawa Timur, 83603;Lainnya;03/11/2017
9207179657;Indah Hutapea;Jalan Ahmad Yani No. 16, Kota Jawa Barat, Jawa Barat, 94357;Jalan Sudirman No. 9, Kota Jawa Timur, Jawa Timur, 22313;Lainnya;02/01/2005
357827707;Dedi Saputra;Jalan Ahmad Yani No. 75, Kota Bali, Bali, 78097;Jalan Gatot Subroto No. 65, Kota Jawa Timur, Jawa Timur, 78573;Pendidikan;05/27/2000
8421578898;Dewi Nugroho;Jalan Ahmad Yani No. 22, Kota Jawa Tengah, Jawa Tengah, 73829;Jalan Veteran No. 92, Kota Banten, Banten, 50518;Pendidikan;10/06/2021
9630340446;Yulio Susanto;Jalan Ahmad Yani No. 71, Kota Jawa Tengah, Jawa Tengah, 84051;Jalan Merdeka No. 95, Kota Jawa Barat, Jawa Barat, 49718;Pendidikan;02/28/2019
9433730967;Dewi Hartono;Jalan Sudirman No. 10, Kota Jawa Tengah, Jawa Tengah, 58963;Jalan Gatot Subroto No. 60, Kota Jawa Timur, Jawa Timur, 14555;Keluarga;08/21/2003
3798029869;Ahmad Sirait;Jalan Diponegoro No. 98, Kota DKI Jakarta, DKI Jakarta, 29445;Jalan Veteran No. 85, Kota DKI Jakarta, DKI Jakarta, 34582;Keluarga;03/31/2007
6281171395;Rudi Hartono;Jalan Merdeka No. 3, Kota Sumatera Barat, Sumatera Barat, 58440;Jalan Gatot Subroto No. 56, Kota Bali, Bali, 72746;Keluarga;06/05/2023
5427728452;Adi Wijaya;Jalan Diponegoro No. 1, Kota Sumatera Barat, Sumatera Barat, 31536;Jalan Diponegoro No. 7, Kota Jawa Barat, Jawa Barat, 14118;Pendidikan;10/11/2007
8208631384;Bambang Santoso;Jalan Ahmad Yani No. 1, Kota Jawa Timur, Jawa Timur, 57853;Jalan Veteran No. 67, Kota Banten, Banten, 68025;Pendidikan;09/22/2022
1391015896;Agus Hutapea;Jalan Sudirman No. 19, Kota DKI Jakarta, DKI Jakarta, 92548;Jalan Diponegoro No. 84, Kota Jawa Barat, Jawa Barat, 80963;Lainnya;10/03/2022
8999027370;Yuni Prasetyo;Jalan Merdeka No. 74, Kota Sumatera Utara, Sumatera Utara, 54277;Jalan Sudirman No. 54, Kota Jawa Timur, Jawa Timur, 60204;Keluarga;04/04/2024
8852133746;Erni Susanto;Jalan Gatot Subroto No. 17, Kota Sumatera Barat, Sumatera Barat, 97312;Jalan Sudirman No. 35, Kota Jawa Timur, Jawa Timur, 50152;Lainnya;01/26/2010
189863470;Budi Santoso;Jalan Merdeka No. 85, Kota Banten, Banten, 34747;Jalan Diponegoro No. 22, Kota Jawa Tengah, Jawa Tengah, 48349;Keluarga;09/07/2011
266631509;Fitri Setiawan;Jalan Sudirman No. 82, Kota Bali, Bali, 66616;Jalan Ahmad Yani No. 45, Kota Sumatera Barat, Sumatera Barat, 40799;Pendidikan;05/05/2014
1105735164;Budi Wijaya;Jalan Ahmad Yani No. 97, Kota Bali, Bali, 30322;Jalan Veteran No. 68, Kota Jawa Tengah, Jawa Tengah, 67095;Keluarga;02/27/2012
1545625656;Rina Santoso;Jalan Gatot Subroto No. 42, Kota Jawa Barat, Jawa Barat, 92865;Jalan Gatot Subroto No. 60, Kota Bali, Bali, 55505;Pekerjaan;11/05/2004
935365320;Hadi Hutapea;Jalan Sudirman No. 37, Kota Jawa Barat, Jawa Barat, 84884;Jalan Diponegoro No. 30, Kota Jawa Timur, Jawa Timur, 27903;Lainnya;06/01/2015
2284376761;Wati Andriani;Jalan Veteran No. 19, Kota Banten, Banten, 90314;Jalan Diponegoro No. 65, Kota Jawa Barat, Jawa Barat, 59902;Pendidikan;12/29/2016
1349450373;Rita Nugroho;Jalan Ahmad Yani No. 86, Kota Banten, Banten, 38057;Jalan Veteran No. 98, Kota Sumatera Utara, Sumatera Utara, 51231;Pendidikan;11/01/2019
7530203892;Muhammad Prasetyo;Jalan Ahmad Yani No. 84, Kota Sumatera Utara, Sumatera Utara, 98522;Jalan Merdeka No. 68, Kota Banten, Banten, 36755;Lainnya;05/03/2009
2246284677;Eko Pranoto;Jalan Veteran No. 37, Kota Sumatera Barat, Sumatera Barat, 70793;Jalan Merdeka No. 53, Kota Jawa Tengah, Jawa Tengah, 49716;Keluarga;06/06/2004
9507911954;Indah Wijaya;Jalan Ahmad Yani No. 46, Kota DKI Jakarta, DKI Jakarta, 40007;Jalan Diponegoro No. 40, Kota Sumatera Barat, Sumatera Barat, 80592;Lainnya;06/20/2011
3175650976;Budi Hutapea;Jalan Diponegoro No. 58, Kota Jawa Tengah, Jawa Tengah, 51493;Jalan Ahmad Yani No. 16, Kota Sumatera Barat, Sumatera Barat, 43851;Lainnya;01/27/2018
7166822757;Rita Pranoto;Jalan Sudirman No. 96, Kota Sumatera Barat, Sumatera Barat, 87248;Jalan Diponegoro No. 46, Kota Bali, Bali, 82034;Pendidikan;11/19/2000
1710410721;Agus Pranoto;Jalan Sudirman No. 99, Kota Jawa Barat, Jawa Barat, 53995;Jalan Gatot Subroto No. 51, Kota Jawa Timur, Jawa Timur, 54193;Pekerjaan;05/10/2000
3445578010;Susan Gunawan;Jalan Diponegoro No. 90, Kota DKI Jakarta, DKI Jakarta, 50396;Jalan Veteran No. 66, Kota Jawa Timur, Jawa Timur, 58607;Lainnya;05/25/2021
2144035905;Rini Sirait;Jalan Merdeka No. 12, Kota Sumatera Barat, Sumatera Barat, 67917;Jalan Merdeka No. 59, Kota Jawa Timur, Jawa Timur, 78083;Pekerjaan;04/24/2006
9136310353;Indah Kurniawan;Jalan Sudirman No. 33, Kota DKI Jakarta, DKI Jakarta, 68743;Jalan Sudirman No. 74, Kota Banten, Banten, 78068;Lainnya;04/05/2009
1591192786;Wati Nugroho;Jalan Gatot Subroto No. 58, Kota Jawa Tengah, Jawa Tengah, 69903;Jalan Gatot Subroto No. 50, Kota Jawa Barat, Jawa Barat, 56698;Pekerjaan;11/05/2006
6221653259;Ahmad Santoso;Jalan Merdeka No. 58, Kota Sumatera Utara, Sumatera Utara, 73127;Jalan Ahmad Yani No. 60, Kota Jawa Tengah, Jawa Tengah, 20711;Lainnya;08/18/2010
168887805;Nurul Kurniawan;Jalan Ahmad Yani No. 23, Kota DKI Jakarta, DKI Jakarta, 82237;Jalan Ahmad Yani No. 15, Kota Sumatera Barat, Sumatera Barat, 35569;Keluarga;10/23/2011
1937740811;Fitri Susanto;Jalan Sudirman No. 94, Kota DKI Jakarta, DKI Jakarta, 48869;Jalan Veteran No. 19, Kota Banten, Banten, 63310;Keluarga;11/11/2016
2019266186;Slamet Pranoto;Jalan Diponegoro No. 74, Kota Sumatera Barat, Sumatera Barat, 66838;Jalan Sudirman No. 75, Kota Bali, Bali, 89712;Pendidikan;09/30/2016
5578223601;Agus Nugroho;Jalan Ahmad Yani No. 20, Kota Jawa Timur, Jawa Timur, 24628;Jalan Diponegoro No. 83, Kota DKI Jakarta, DKI Jakarta, 92093;Lainnya;09/11/2017
9480292093;Fitri Nugroho;Jalan Merdeka No. 50, Kota Jawa Tengah, Jawa Tengah, 40261;Jalan Veteran No. 23, Kota Sumatera Barat, Sumatera Barat, 32276;Pekerjaan;08/28/2012
9080433469;Rudi Gunawan;Jalan Merdeka No. 17, Kota Jawa Barat, Jawa Barat, 38459;Jalan Merdeka No. 9, Kota Sumatera Utara, Sumatera Utara, 36599;Pekerjaan;11/27/2020
6716333499;Yuni Santoso;Jalan Gatot Subroto No. 82, Kota Jawa Barat, Jawa Barat, 23557;Jalan Veteran No. 58, Kota DKI Jakarta, DKI Jakarta, 37092;Pekerjaan;05/09/2001
7293482501;Indah Hutapea;Jalan Diponegoro No. 1, Kota Bali, Bali, 12312;Jalan Veteran No. 16, Kota Sumatera Utara, Sumatera Utara, 23197;Pekerjaan;07/05/2020
4039613149;Dedi Saputra;Jalan Gatot Subroto No. 76, Kota Bali, Bali, 49569;Jalan Merdeka No. 80, Kota DKI Jakarta, DKI Jakarta, 89296;Pekerjaan;03/21/2017
6308063922;Rudi Andriani;Jalan Sudirman No. 89, Kota Banten, Banten, 45689;Jalan Veteran No. 4, Kota Sumatera Barat, Sumatera Barat, 70919;Pekerjaan;05/04/2000
9332840743;Dedi Gunawan;Jalan Veteran No. 2, Kota Banten, Banten, 55667;Jalan Sudirman No. 78, Kota Jawa Barat, Jawa Barat, 96179;Lainnya;06/09/2009
214161319;Rini Sirait;Jalan Veteran No. 97, Kota DKI Jakarta, DKI Jakarta, 48284;Jalan Sudirman No. 8, Kota Jawa Timur, Jawa Timur, 23825;Keluarga;08/12/2022
8186614802;Yulio Santoso;Jalan Diponegoro No. 25, Kota Sumatera Utara, Sumatera Utara, 50680;Jalan Merdeka No. 92, Kota Jawa Tengah, Jawa Tengah, 84727;Pekerjaan;04/03/2014
1892071266;Hendro Hidayat;Jalan Diponegoro No. 30, Kota Sumatera Barat, Sumatera Barat, 39020;Jalan Merdeka No. 68, Kota Jawa Barat, Jawa Barat, 84697;Keluarga;01/27/2013
3543991138;Hadi Hidayat;Jalan Diponegoro No. 18, Kota DKI Jakarta, DKI Jakarta, 65558;Jalan Gatot Subroto No. 70, Kota Jawa Timur, Jawa Timur, 36364;Keluarga;04/10/2020
9127940909;Ahmad Setiawan;Jalan Ahmad Yani No. 11, Kota Sumatera Utara, Sumatera Utara, 42852;Jalan Merdeka No. 86, Kota Jawa Tengah, Jawa Tengah, 28888;Lainnya;11/21/2023
3694666808;Siti Hutapea;Jalan Diponegoro No. 6, Kota Sumatera Utara, Sumatera Utara, 81202;Jalan Ahmad Yani No. 56, Kota Jawa Tengah, Jawa Tengah, 82866;Keluarga;05/12/2008
6006230389;Yulio Hutapea;Jalan Gatot Subroto No. 48, Kota Jawa Timur, Jawa Timur, 55885;Jalan Ahmad Yani No. 100, Kota Banten, Banten, 52428;Keluarga;01/18/2015
8670574253;Nurul Hartono;Jalan Gatot Subroto No. 65, Kota Bali, Bali, 58664;Jalan Merdeka No. 28, Kota DKI Jakarta, DKI Jakarta, 45425;Pendidikan;12/06/2009
6116571763;Ani Wijaya;Jalan Diponegoro No. 4, Kota Jawa Tengah, Jawa Tengah, 42912;Jalan Merdeka No. 33, Kota Sumatera Barat, Sumatera Barat, 36551;Keluarga;05/10/2008
4813120785;Dewi Santoso;Jalan Veteran No. 76, Kota Jawa Barat, Jawa Barat, 27487;Jalan Merdeka No. 46, Kota Sumatera Utara, Sumatera Utara, 89917;Pekerjaan;01/07/2008
8650193848;Taufik Hartono;Jalan Veteran No. 55, Kota Jawa Timur, Jawa Timur, 60428;Jalan Merdeka No. 96, Kota Jawa Barat, Jawa Barat, 32264;Pekerjaan;12/08/2001
5655864628;Maya Nugroho;Jalan Sudirman No. 84, Kota DKI Jakarta, DKI Jakarta, 83351;Jalan Ahmad Yani No. 40, Kota Bali, Bali, 43395;Pendidikan;07/11/2007
9421291548;Yulio Nugroho;Jalan Ahmad Yani No. 59, Kota Jawa Barat, Jawa Barat, 62926;Jalan Sudirman No. 58, Kota Jawa Barat, Jawa Barat, 26149;Keluarga;06/09/2004
2935267957;Eko Susanto;Jalan Sudirman No. 46, Kota Jawa Tengah, Jawa Tengah, 82464;Jalan Gatot Subroto No. 64, Kota DKI Jakarta, DKI Jakarta, 76309;Pekerjaan;10/28/2005
1344939175;Iwan Kurniawan;Jalan Ahmad Yani No. 86, Kota Sumatera Barat, Sumatera Barat, 14165;Jalan Sudirman No. 47, Kota Bali, Bali, 62371;Lainnya;03/22/2021
8149472756;Siti Hidayat;Jalan Gatot Subroto No. 7, Kota Jawa Timur, Jawa Timur, 90049;Jalan Diponegoro No. 83, Kota Banten, Banten, 28700;Pendidikan;09/17/2017
932242021;Indah Hidayat;Jalan Veteran No. 85, Kota Bali, Bali, 32696;Jalan Veteran No. 53, Kota Bali, Bali, 69316;Pekerjaan;10/08/2016
6538177616;Maya Wijaya;Jalan Veteran No. 42, Kota Sumatera Barat, Sumatera Barat, 32936;Jalan Diponegoro No. 84, Kota Jawa Timur, Jawa Timur, 23414;Pendidikan;02/22/2007
3429406244;Susan Setiawan;Jalan Sudirman No. 61, Kota Bali, Bali, 53513;Jalan Sudirman No. 2, Kota Banten, Banten, 33286;Pendidikan;07/02/2008
2914660808;Agus Nugroho;Jalan Diponegoro No. 48, Kota Banten, Banten, 43062;Jalan Sudirman No. 27, Kota Sumatera Utara, Sumatera Utara, 88936;Pekerjaan;04/11/2012
5920393124;Dewi Hartono;Jalan Ahmad Yani No. 41, Kota Jawa Barat, Jawa Barat, 55095;Jalan Ahmad Yani No. 5, Kota DKI Jakarta, DKI Jakarta, 59567;Lainnya;12/13/2023
7267349813;Siti Saputra;Jalan Sudirman No. 32, Kota Bali, Bali, 29781;Jalan Merdeka No. 67, Kota Sumatera Barat, Sumatera Barat, 42245;Pendidikan;02/11/2001
6418625588;Nurul Hutapea;Jalan Gatot Subroto No. 10, Kota Jawa Barat, Jawa Barat, 61807;Jalan Sudirman No. 8, Kota DKI Jakarta, DKI Jakarta, 33662;Pekerjaan;08/20/2022
6378526885;Rina Setiawan;Jalan Sudirman No. 37, Kota Bali, Bali, 27440;Jalan Gatot Subroto No. 67, Kota Jawa Tengah, Jawa Tengah, 88725;Pendidikan;07/02/2012
7599621550;Rina Nugroho;Jalan Gatot Subroto No. 90, Kota Jawa Tengah, Jawa Tengah, 40052;Jalan Sudirman No. 6, Kota Bali, Bali, 96146;Keluarga;09/08/2024
8577855421;Hadi Hidayat;Jalan Veteran No. 31, Kota DKI Jakarta, DKI Jakarta, 79221;Jalan Ahmad Yani No. 2, Kota Sumatera Barat, Sumatera Barat, 28216;Pendidikan;03/16/2014
3716919062;Wati Kurniawan;Jalan Ahmad Yani No. 44, Kota Bali, Bali, 64160;Jalan Merdeka No. 43, Kota Jawa Timur, Jawa Timur, 15372;Pendidikan;03/22/2004
1201595905;Taufik Hutapea;Jalan Gatot Subroto No. 1, Kota Jawa Tengah, Jawa Tengah, 88652;Jalan Diponegoro No. 21, Kota Sumatera Barat, Sumatera Barat, 71944;Keluarga;06/05/2006
1285353814;Taufik Prasetyo;Jalan Diponegoro No. 39, Kota Sumatera Barat, Sumatera Barat, 79235;Jalan Veteran No. 25, Kota Jawa Tengah, Jawa Tengah, 55444;Lainnya;04/27/2009
874948153;Siti Pranoto;Jalan Veteran No. 11, Kota Jawa Tengah, Jawa Tengah, 75139;Jalan Diponegoro No. 70, Kota Jawa Tengah, Jawa Tengah, 46763;Pekerjaan;01/31/2005
2831419511;Yuni Saputra;Jalan Veteran No. 14, Kota Sumatera Utara, Sumatera Utara, 61314;Jalan Ahmad Yani No. 45, Kota Jawa Barat, Jawa Barat, 44782;Pendidikan;06/26/2011
5394319691;Ani Wijaya;Jalan Ahmad Yani No. 69, Kota Sumatera Barat, Sumatera Barat, 64494;Jalan Gatot Subroto No. 6, Kota Jawa Timur, Jawa Timur, 70220;Keluarga;12/24/2009
2134865114;Susan Sirait;Jalan Diponegoro No. 41, Kota Sumatera Barat, Sumatera Barat, 70694;Jalan Ahmad Yani No. 24, Kota Jawa Timur, Jawa Timur, 19073;Keluarga;02/11/2015
5078791959;Rina Saputra;Jalan Veteran No. 62, Kota Jawa Tengah, Jawa Tengah, 17941;Jalan Veteran No. 52, Kota Banten, Banten, 58084;Lainnya;09/08/2011
9109344493;Erni Pranoto;Jalan Ahmad Yani No. 49, Kota Sumatera Barat, Sumatera Barat, 69572;Jalan Merdeka No. 99, Kota Jawa Barat, Jawa Barat, 81173;Lainnya;02/22/2005
8852075802;Rita Hidayat;Jalan Sudirman No. 94, Kota Bali, Bali, 35405;Jalan Ahmad Yani No. 24, Kota Jawa Barat, Jawa Barat, 52350;Pekerjaan;03/11/2023
8602838789;Budi Pranoto;Jalan Gatot Subroto No. 90, Kota Jawa Timur, Jawa Timur, 64740;Jalan Ahmad Yani No. 46, Kota Banten, Banten, 75747;Keluarga;07/09/2004
3684931834;Agus Hartono;Jalan Gatot Subroto No. 53, Kota Banten, Banten, 81875;Jalan Veteran No. 23, Kota Jawa Barat, Jawa Barat, 93720;Pekerjaan;06/27/2011
2425477470;Susan Santoso;Jalan Sudirman No. 66, Kota Jawa Barat, Jawa Barat, 87863;Jalan Veteran No. 89, Kota Bali, Bali, 58383;Keluarga;09/14/2012
7694347391;Slamet Prasetyo;Jalan Merdeka No. 67, Kota Bali, Bali, 38689;Jalan Ahmad Yani No. 28, Kota Banten, Banten, 86220;Lainnya;01/23/2017
5083074501;Erni Gunawan;Jalan Sudirman No. 34, Kota Sumatera Barat, Sumatera Barat, 81331;Jalan Gatot Subroto No. 67, Kota Banten, Banten, 14429;Pekerjaan;05/22/2014
2624938855;Taufik Gunawan;Jalan Ahmad Yani No. 90, Kota Sumatera Utara, Sumatera Utara, 81737;Jalan Merdeka No. 39, Kota Jawa Tengah, Jawa Tengah, 31450;Keluarga;09/01/2017
44288677;Agus Wijaya;Jalan Sudirman No. 23, Kota Bali, Bali, 57800;Jalan Gatot Subroto No. 28, Kota Sumatera Barat, Sumatera Barat, 19753;Keluarga;03/02/2010
2228480915;Slamet Wijaya;Jalan Sudirman No. 9, Kota Bali, Bali, 45432;Jalan Gatot Subroto No. 72, Kota Jawa Barat, Jawa Barat, 73476;Pekerjaan;01/20/2018
3692967627;Eko Andriani;Jalan Sudirman No. 56, Kota Bali, Bali, 55429;Jalan Diponegoro No. 4, Kota Bali, Bali, 78780;Pekerjaan;07/23/2008
1393104965;Taufik Santoso;Jalan Gatot Subroto No. 54, Kota Sumatera Barat, Sumatera Barat, 86206;Jalan Gatot Subroto No. 73, Kota Jawa Barat, Jawa Barat, 50456;Pendidikan;10/14/2024
4614946530;Iwan Nugroho;Jalan Sudirman No. 42, Kota Sumatera Utara, Sumatera Utara, 53607;Jalan Sudirman No. 86, Kota Sumatera Barat, Sumatera Barat, 53594;Pendidikan;07/11/2011
6859377275;Rina Prasetyo;Jalan Diponegoro No. 14, Kota Jawa Tengah, Jawa Tengah, 61907;Jalan Ahmad Yani No. 35, Kota Jawa Barat, Jawa Barat, 18095;Pendidikan;07/03/2018
267714113;Dedi Santoso;Jalan Diponegoro No. 12, Kota DKI Jakarta, DKI Jakarta, 51098;Jalan Diponegoro No. 99, Kota Bali, Bali, 21823;Keluarga;05/29/2022
6789560513;Siti Wijaya;Jalan Ahmad Yani No. 92, Kota Sumatera Utara, Sumatera Utara, 32426;Jalan Sudirman No. 26, Kota Jawa Timur, Jawa Timur, 95058;Keluarga;06/07/2010
1572478007;Yuni Hutapea;Jalan Sudirman No. 21, Kota Jawa Barat, Jawa Barat, 19534;Jalan Diponegoro No. 65, Kota Jawa Timur, Jawa Timur, 96067;Pendidikan;11/10/2016
3607805596;Rudi Andriani;Jalan Gatot Subroto No. 93, Kota Bali, Bali, 92016;Jalan Merdeka No. 3, Kota Banten, Banten, 63994;Lainnya;08/19/2001
6366644329;Rita Andriani;Jalan Diponegoro No. 58, Kota Jawa Timur, Jawa Timur, 95550;Jalan Merdeka No. 37, Kota DKI Jakarta, DKI Jakarta, 99735;Lainnya;07/26/2022
4428407095;Dedi Saputra;Jalan Ahmad Yani No. 37, Kota Bali, Bali, 24119;Jalan Sudirman No. 31, Kota DKI Jakarta, DKI Jakarta, 11817;Keluarga;08/04/2001
4136640833;Fitri Saputra;Jalan Merdeka No. 70, Kota DKI Jakarta, DKI Jakarta, 90416;Jalan Merdeka No. 28, Kota DKI Jakarta, DKI Jakarta, 50550;Pendidikan;05/31/2021
5684289106;Agus Andriani;Jalan Diponegoro No. 3, Kota DKI Jakarta, DKI Jakarta, 12501;Jalan Diponegoro No. 70, Kota DKI Jakarta, DKI Jakarta, 59999;Pendidikan;10/10/2020
9431997950;Fitri Setiawan;Jalan Gatot Subroto No. 27, Kota Jawa Tengah, Jawa Tengah, 71825;Jalan Gatot Subroto No. 37, Kota DKI Jakarta, DKI Jakarta, 35554;Lainnya;02/15/2006
6040427673;Hendro Setiawan;Jalan Sudirman No. 69, Kota Banten, Banten, 19378;Jalan Merdeka No. 3, Kota Jawa Barat, Jawa Barat, 55316;Pendidikan;02/28/2015
229478511;Hadi Sirait;Jalan Merdeka No. 84, Kota Bali, Bali, 80679;Jalan Veteran No. 59, Kota Jawa Tengah, Jawa Tengah, 61186;Lainnya;02/26/2020
8149179876;Rina Hidayat;Jalan Veteran No. 30, Kota DKI Jakarta, DKI Jakarta, 63503;Jalan Ahmad Yani No. 88, Kota Banten, Banten, 91201;Pendidikan;05/09/2004
7977083342;Ahmad Nugroho;Jalan Gatot Subroto No. 64, Kota Jawa Barat, Jawa Barat, 31981;Jalan Diponegoro No. 26, Kota Jawa Barat, Jawa Barat, 77176;Lainnya;09/11/2006
7868520089;Muhammad Kurniawan;Jalan Diponegoro No. 1, Kota Sumatera Utara, Sumatera Utara, 19377;Jalan Veteran No. 8, Kota Sumatera Utara, Sumatera Utara, 42652;Pekerjaan;01/20/2023
2815764231;Lia Hutapea;Jalan Ahmad Yani No. 11, Kota Bali, Bali, 82709;Jalan Sudirman No. 71, Kota Sumatera Utara, Sumatera Utara, 34613;Lainnya;08/03/2011
5156711225;Dedi Setiawan;Jalan Merdeka No. 6, Kota Bali, Bali, 70324;Jalan Diponegoro No. 41, Kota Sumatera Utara, Sumatera Utara, 78527;Pendidikan;06/26/2018
2121992585;Iwan Setiawan;Jalan Sudirman No. 31, Kota Jawa Timur, Jawa Timur, 62150;Jalan Veteran No. 21, Kota DKI Jakarta, DKI Jakarta, 86975;Pendidikan;02/28/2012
6232981555;Indah Saputra;Jalan Sudirman No. 13, Kota Jawa Barat, Jawa Barat, 39908;Jalan Ahmad Yani No. 69, Kota Sumatera Barat, Sumatera Barat, 44813;Lainnya;06/30/2005
9605635504;Indah Pranoto;Jalan Veteran No. 51, Kota Sumatera Barat, Sumatera Barat, 28993;Jalan Sudirman No. 48, Kota DKI Jakarta, DKI Jakarta, 78529;Pekerjaan;07/09/2006
5703004152;Dewi Prasetyo;Jalan Sudirman No. 46, Kota DKI Jakarta, DKI Jakarta, 68843;Jalan Sudirman No. 88, Kota Banten, Banten, 34494;Pekerjaan;01/29/2024
9709469156;Rudi Hidayat;Jalan Veteran No. 52, Kota Jawa Barat, Jawa Barat, 69368;Jalan Veteran No. 53, Kota Banten, Banten, 89441;Pendidikan;05/09/2010
8445249728;Indah Setiawan;Jalan Diponegoro No. 10, Kota Sumatera Barat, Sumatera Barat, 58716;Jalan Diponegoro No. 97, Kota Jawa Timur, Jawa Timur, 90736;Lainnya;10/29/2010
7716053224;Siti Gunawan;Jalan Gatot Subroto No. 38, Kota Banten, Banten, 62175;Jalan Ahmad Yani No. 45, Kota Jawa Barat, Jawa Barat, 15736;Keluarga;07/26/2021
25736841;Dewi Andriani;Jalan Merdeka No. 18, Kota Jawa Barat, Jawa Barat, 95911;Jalan Veteran No. 92, Kota Sumatera Barat, Sumatera Barat, 33848;Keluarga;11/23/2005
1308158208;Siti Hidayat;Jalan Diponegoro No. 24, Kota Banten, Banten, 46801;Jalan Sudirman No. 23, Kota Jawa Tengah, Jawa Tengah, 68936;Keluarga;01/27/2014
6719482477;Erni Susanto;Jalan Diponegoro No. 13, Kota Jawa Tengah, Jawa Tengah, 65420;Jalan Sudirman No. 29, Kota Jawa Timur, Jawa Timur, 54038;Keluarga;01/29/2000
7083272322;Hendro Hidayat;Jalan Merdeka No. 85, Kota Jawa Barat, Jawa Barat, 63795;Jalan Gatot Subroto No. 58, Kota Sumatera Barat, Sumatera Barat, 87605;Pekerjaan;01/22/2009
8859951431;Taufik Saputra;Jalan Sudirman No. 84, Kota Sumatera Barat, Sumatera Barat, 83798;Jalan Gatot Subroto No. 75, Kota Jawa Tengah, Jawa Tengah, 44055;Keluarga;08/15/2016
3632630941;Rina Andriani;Jalan Diponegoro No. 50, Kota Jawa Timur, Jawa Timur, 68576;Jalan Merdeka No. 51, Kota Jawa Timur, Jawa Timur, 17759;Lainnya;08/09/2018
778320523;Yulio Andriani;Jalan Sudirman No. 9, Kota DKI Jakarta, DKI Jakarta, 35397;Jalan Diponegoro No. 27, Kota Sumatera Utara, Sumatera Utara, 76320;Keluarga;04/16/2009
1731710219;Ani Pranoto;Jalan Diponegoro No. 90, Kota Banten, Banten, 21383;Jalan Veteran No. 98, Kota Sumatera Barat, Sumatera Barat, 68792;Pendidikan;02/05/2020
3020129890;Indah Hidayat;Jalan Veteran No. 46, Kota Jawa Tengah, Jawa Tengah, 54514;Jalan Veteran No. 58, Kota Banten, Banten, 60984;Keluarga;12/11/2009
9598160109;Ani Hartono;Jalan Merdeka No. 64, Kota Jawa Tengah, Jawa Tengah, 52111;Jalan Veteran No. 78, Kota Sumatera Utara, Sumatera Utara, 21228;Pendidikan;02/14/2001
2336398508;Indah Wijaya;Jalan Veteran No. 32, Kota Bali, Bali, 74576;Jalan Merdeka No. 7, Kota Sumatera Barat, Sumatera Barat, 25402;Pekerjaan;06/21/2013
3103255867;Ahmad Susanto;Jalan Merdeka No. 68, Kota Jawa Barat, Jawa Barat, 70790;Jalan Merdeka No. 30, Kota Jawa Barat, Jawa Barat, 20056;Pendidikan;02/11/2023
1283530287;Muhammad Wijaya;Jalan Sudirman No. 88, Kota Jawa Timur, Jawa Timur, 62551;Jalan Veteran No. 11, Kota Jawa Timur, Jawa Timur, 65040;Pendidikan;01/23/2001
1415746912;Susan Kurniawan;Jalan Veteran No. 48, Kota Sumatera Barat, Sumatera Barat, 33970;Jalan Merdeka No. 31, Kota Jawa Tengah, Jawa Tengah, 55691;Pekerjaan;12/16/2011
6192413902;Iwan Gunawan;Jalan Merdeka No. 56, Kota Jawa Tengah, Jawa Tengah, 63092;Jalan Veteran No. 5, Kota Banten, Banten, 94492;Pekerjaan;07/08/2011
6219628353;Ahmad Gunawan;Jalan Ahmad Yani No. 70, Kota Sumatera Utara, Sumatera Utara, 21455;Jalan Gatot Subroto No. 55, Kota Sumatera Barat, Sumatera Barat, 46032;Keluarga;11/10/2005
7619115721;Lia Kurniawan;Jalan Diponegoro No. 25, Kota Jawa Tengah, Jawa Tengah, 91613;Jalan Diponegoro No. 37, Kota Sumatera Utara, Sumatera Utara, 31457;Pekerjaan;08/02/2019
2746989817;Lia Pranoto;Jalan Ahmad Yani No. 96, Kota Sumatera Barat, Sumatera Barat, 57650;Jalan Veteran No. 16, Kota Banten, Banten, 51577;Pekerjaan;08/19/2021
4888075201;Muhammad Saputra;Jalan Ahmad Yani No. 54, Kota Jawa Timur, Jawa Timur, 64629;Jalan Ahmad Yani No. 1, Kota DKI Jakarta, DKI Jakarta, 70564;Keluarga;12/28/2009
775143845;Muhammad Sirait;Jalan Ahmad Yani No. 24, Kota Bali, Bali, 92747;Jalan Sudirman No. 56, Kota Sumatera Barat, Sumatera Barat, 34521;Pendidikan;03/19/2017
9498449555;Hadi Santoso;Jalan Diponegoro No. 84, Kota Sumatera Utara, Sumatera Utara, 62184;Jalan Diponegoro No. 79, Kota Jawa Barat, Jawa Barat, 84787;Lainnya;07/05/2021
1141500959;Taufik Saputra;Jalan Ahmad Yani No. 94, Kota Jawa Timur, Jawa Timur, 68017;Jalan Sudirman No. 16, Kota Sumatera Barat, Sumatera Barat, 23248;Pekerjaan;10/05/2004
5253920945;Maya Kurniawan;Jalan Merdeka No. 73, Kota DKI Jakarta, DKI Jakarta, 27586;Jalan Gatot Subroto No. 68, Kota Sumatera Barat, Sumatera Barat, 29717;Lainnya;01/07/2022
